product_id,sku,product_name,category_id,supplier_id,unit_price,unit_cost,currency,created_at,is_active
294,SKU-C5EIN9O2,smartwatch band,11,6,53.24,24.01,USD,2025-03-01,True
295,SKU-WTPDY4QQ,laptop sleeve,5,34,27.4,12.68,USD,2024-04-14,True
296,SKU-170R95I7,GAMING KEYBOARD,6,32,30.9,25.75,MAD,2023-02-18,True
297,SKU-V7M6VB2T,tripod,6,7,3.87,2.0,EUR,2022-12-17,True
298,SKU-RSP7L9JL,Smartwatch Band,7,19,30.32,15.32,GBP,2023-07-13,True
299,SKU-4I4FNNG8,smartwatch band,1,28,49.3,26.78,GBP,2023-01-25,False
300,SKU-WILITVGA,BLUETOOTH SPEAKER,12,9,2.74,2.0,EUR,2025-02-13,True
301,SKU-XRX19V18,SSD Drive,4,36,2.86,2.0,GBP,2023-06-03,True
302,SKU-9DSS5SOL,DESK LAMP,15,6,67.85,35.16,USD,2025-03-08,True
303,SKU-9FQDU0Q4,Coffee Mug,20,39,77.17,36.89,USD,2022-12-21,True
304,SKU-OUYY9NB8,desk lamp,11,20,112.72,48.99,USD,2023-03-19,True
305,SKU-F8EIQNO1,hdmi adapter,15,25,10.9,6.02,USD,2023-12-17,True
306,SKU-F3JQ9TAU,LAPTOP SLEEVE,19,31,40.65,20.75,GBP,2022-11-25,True
307,SKU-85LE38KT,desk lamp,11,22,58.45,29.75,USD,2023-02-24,True
308,SKU-FEOGQV66,phone case,16,12,44.4,21.92,USD,2022-10-25,True
309,SKU-26TDVEYU,webcam,20,16,64.3,31.93,GBP,2024-07-29,True
310,SKU-9DYT5TI4,Gaming Keyboard,1,1,37.32,19.88,EUR,2023-02-16,True
311,SKU-ABAVPCAH,Gaming Keyboard,17,18,33.17,17.36,USD,2024-03-17,True
312,SKU-DIFLMHZU,HDMI Adapter,19,12,30.08,25.07,USD,2025-09-01,True
313,SKU-2FSTYNC5,Webcam,9,11,49.75,36.85,MAD,2023-06-28,True
314,SKU-FOJZMNFU,Portable Charger,1,26,20.98,16.74,GBP,2025-02-10,True
315,SKU-3RF9LNWG,portable charger,15,6,21.88,14.84,MAD,2024-11-04,True
316,SKU-6FRUUCD9,smartwatch band,12,7,92.35,40.36,EUR,2023-09-07,True
317,SKU-2LY731QV,HDMI ADAPTER,6,26,38.5,29.79,EUR,2024-04-10,True
318,SKU-WYM16OEA,HDMI Adapter,18,36,43.12,23.71,GBP,2022-10-08,True
319,SKU-OZW55G5Z,fitness tracker,10,36,23.93,13.39,GBP,2023-03-03,True
320,SKU-G548OKTE,Fitness Tracker,4,8,4.35,2.0,MAD,2023-08-18,True
321,SKU-6NV864MY,portable charger,7,34,25.74,10.05,MAD,2023-06-19,True
322,SKU-X11J3F0Q,Laptop Stand,16,6,79.64,37.69,USD,2023-11-21,True
323,SKU-ZSLI2X58,SSD DRIVE,19,6,33.31,16.51,USD,2025-05-15,True
324,SKU-FKZ8ZMLW,WEBCAM,13,18,88.04,39.39,GBP,2025-08-18,False
325,SKU-LN7C30VE,ssd drive,2,30,5.71,4.35,USD,2024-05-03,True
326,SKU-S2C9O3CY,Tripod,9,15,53.44,26.79,USD,2025-05-10,True
327,SKU-56VBPRZJ,HDMI Adapter,12,34,3.84,2.0,USD,2023-12-28,True
328,SKU-T8WT7IIE,NOISE CANCELLING HEADPHONES,4,27,36.26,22.32,USD,2024-10-20,True
329,SKU-78HF0588,Smartwatch Band,14,14,18.83,13.8,USD,2022-10-03,True
330,SKU-E8AN9EXJ,portable charger,12,31,71.59,30.96,USD,2024-07-27,True
331,SKU-L46E14XV,gaming keyboard,2,6,18.02,7.02,USD,2024-08-26,True
332,SKU-GQQCCXKK,Laptop Stand,19,11,31.54,17.78,EUR,2023-06-14,True
333,SKU-TP5X05YX,DESK LAMP,15,13,4.37,2.0,USD,2023-07-24,True
334,SKU-7RK4RWDZ,Gaming Keyboard,3,13,41.01,26.46,EUR,2025-03-22,True
335,SKU-3LGMXSV2,phone case,16,20,55.08,37.12,USD,2024-05-02,True
336,SKU-0CRE7ZWV,GAMING KEYBOARD,16,20,14.28,11.1,USD,2023-11-24,True
337,SKU-WA20ZQO7,WATER BOTTLE,6,10,32.49,18.39,USD,2023-11-16,True
338,SKU-SYFKSDUB,noise cancelling headphones,6,18,24.74,14.08,MAD,2023-07-29,True
339,SKU-AD2MKGJI,Coffee Mug,1,6,23.66,19.72,GBP,2022-09-27,True
340,SKU-0VJ2334C,desk lamp,1,33,20.26,8.97,USD,2023-04-20,True
341,SKU-D4AXGVI0,hdmi adapter,20,18,83.31,40.65,USD,2024-10-30,True
342,SKU-7GWPSLP1,webcam,1,16,4.29,2.0,USD,2024-12-18,True
343,SKU-NU34VENK,ROUTER,1,36,18.92,9.18,GBP,2024-03-07,True
344,SKU-UPNJTPAD,ssd drive,18,3,54.2,32.19,USD,2023-09-12,True
345,SKU-6KBTH01O,COFFEE MUG,7,3,5.71,2.29,USD,2025-03-22,True
346,SKU-X415MTBV,Desk Lamp,15,40,74.82,34.96,USD,2025-07-03,True
347,SKU-9UYT7EOY,Gaming Keyboard,12,6,18.12,10.7,USD,2025-04-25,True
348,SKU-O8MDRB27,NOISE CANCELLING HEADPHONES,16,28,17.32,12.38,USD,2025-02-02,False
349,SKU-LNVBXEY6,PHONE CASE,12,18,51.16,26.46,EUR,2024-05-18,True
350,SKU-X3XUAJJX,bluetooth speaker,10,30,18.38,8.54,USD,2023-02-28,True
351,SKU-JCNPB3YL,Wireless Mouse,1,18,78.89,47.05,USD,2023-06-17,True
352,SKU-KRHL9UY4,webcam,20,23,32.2,18.74,USD,2023-05-16,True
353,SKU-IB346NZV,Smartwatch Band,7,2,99.32,48.68,EUR,2024-03-04,True
354,SKU-2W335ZNU,FITNESS TRACKER,20,18,36.38,30.32,EUR,2024-12-24,True
355,SKU-M3QXSBQG,USB-C CABLE,6,30,75.34,29.96,GBP,2024-04-17,True
356,SKU-COKBY44F,laptop sleeve,5,6,36.12,23.14,MAD,2025-01-04,True
357,SKU-RTF21LF2,Coffee Mug,1,35,63.46,44.09,GBP,2025-02-25,True
358,SKU-G77SBCWD,ROUTER,17,11,37.47,24.92,MAD,2023-01-12,True
359,SKU-GPNWYBZ1,4K MONITOR,9,13,34.85,24.63,EUR,2025-07-12,True
360,SKU-VBCYNAON,SSD Drive,3,27,26.39,16.09,MAD,2024-08-27,True
361,SKU-XDKD4JVI,Router,1,29,94.02,31.4,GBP,2024-01-18,True
362,SKU-DPEENR1Y,Smartwatch Band,3,8,72.26,31.94,GBP,2025-01-26,True
363,SKU-YC8WI3ND,ROUTER,12,28,49.9,23.93,USD,2023-01-11,True
364,SKU-0JP500HX,portable charger,13,7,43.91,21.73,GBP,2023-10-04,False
365,SKU-NZV17C43,LAPTOP SLEEVE,12,3,23.89,17.69,USD,2022-12-02,True
366,SKU-V65A8A02,SMARTWATCH BAND,12,36,3.08,2.0,USD,2024-08-24,True
367,SKU-QR94HCPI,SMARTWATCH BAND,11,4,45.75,28.32,USD,2025-06-04,True
368,SKU-5VKVT304,LAPTOP SLEEVE,16,37,18.24,9.92,EUR,2024-11-06,True
369,SKU-MPW8M6A2,HDMI Adapter,12,20,39.98,30.49,USD,2023-03-10,True
370,SKU-0NPYVCOZ,fitness tracker,5,8,59.31,34.23,USD,2023-09-06,True
371,SKU-Q6RUS79E,FITNESS TRACKER,1,23,30.41,15.44,EUR,2024-02-23,True
372,SKU-E60RD4MV,fitness tracker,20,10,3.1,2.0,GBP,2024-02-17,True
373,SKU-52RPKCQY,laptop sleeve,3,19,49.27,21.82,USD,2023-08-06,True
374,SKU-OYH926LU,Desk Lamp,17,23,36.42,30.35,USD,2023-11-07,True
375,SKU-KJ9KV18Y,smartwatch band,2,11,4.47,2.0,EUR,2025-08-22,True
376,SKU-E4KAD67F,SMARTWATCH BAND,10,34,31.82,21.62,USD,2025-06-08,True
377,SKU-V8KYBITS,BLUETOOTH SPEAKER,17,10,37.38,14.52,EUR,2024-12-18,True
378,SKU-0XHPCXOG,laptop sleeve,2,4,25.11,12.05,USD,2023-11-29,True
379,SKU-W3AOCKJ5,ROUTER,13,34,47.33,35.84,USD,2023-04-15,True
380,SKU-LM56JRFP,Laptop Sleeve,10,32,55.28,31.47,USD,2024-05-01,True
381,SKU-DU08X9KX,WIRELESS MOUSE,13,13,70.25,28.32,EUR,2024-05-29,True
382,SKU-T0XRPURM,Laptop Sleeve,13,8,72.68,32.41,USD,2023-03-13,True
383,SKU-29JHFABV,ROUTER,11,9,13.31,7.01,GBP,2024-10-26,True
384,SKU-C3CPGZOT,Tripod,9,15,65.82,29.74,EUR,2024-05-29,True
385,SKU-9DV6I056,coffee mug,14,23,33.31,13.98,EUR,2024-02-27,True
386,SKU-R31SUJNX,BLUETOOTH SPEAKER,12,29,95.3,41.12,EUR,2023-03-13,True
387,SKU-B0U0WQMX,laptop stand,16,10,30.86,16.39,USD,2024-09-03,True
388,SKU-3E0AXJME,WIRELESS MOUSE,9,12,45.78,22.21,GBP,2023-11-24,False
389,SKU-0E0I1W48,Router,11,38,3.97,2.0,MAD,2025-04-25,True
390,SKU-NEZLUH2D,SSD Drive,17,11,34.63,23.41,GBP,2023-10-02,True
391,SKU-WGHNH2J7,Webcam,2,29,48.23,34.33,USD,2025-04-18,True
392,SKU-UM8TAK8R,FITNESS TRACKER,1,9,67.32,37.12,EUR,2024-04-09,True
393,SKU-S1DUS2MN,Water Bottle,17,35,31.69,14.24,USD,2024-01-29,True
394,SKU-9L4TAD32,noise cancelling headphones,11,3,25.7,13.18,USD,2024-10-28,True
395,SKU-0KBWIDRO,bluetooth speaker,9,40,3.13,2.0,USD,2023-05-08,False
396,SKU-94Y1TYJC,SSD Drive,17,31,37.3,27.25,USD,2025-08-25,True
397,SKU-04MZGDXZ,hdmi adapter,13,15,41.27,19.91,USD,2023-03-14,True
398,SKU-T6SFBDOI,tripod,15,10,9.19,4.93,USD,2022-12-06,True
399,SKU-MK97MBM5,Laptop Sleeve,14,15,44.29,19.62,USD,2025-05-04,True
400,SKU-ZCK7CG5Y,noise cancelling headphones,19,25,35.13,16.71,USD,2023-08-31,True
401,SKU-I8JIKV0K,ROUTER,4,12,16.71,13.85,EUR,2023-04-24,False
402,SKU-JAN53JBU,ROUTER,7,27,113.29,48.12,EUR,2024-04-29,True
403,SKU-D0UOJCGX,Noise Cancelling Headphones,10,4,27.45,11.6,GBP,2024-12-03,True
404,SKU-V8I7GVOC,ssd drive,7,10,54.66,33.68,USD,2024-03-07,True
405,SKU-OW7V1RJN,4k monitor,4,31,3.72,2.0,EUR,2023-04-01,True
406,SKU-HJMFI4E6,Water Bottle,13,28,3.22,2.0,GBP,2025-03-26,True
407,SKU-CXECKY3V,ROUTER,3,5,110.76,54.22,USD,2024-07-07,True
408,SKU-O7RS40TX,Webcam,7,13,59.45,29.25,USD,2023-10-01,True
409,SKU-XBTM7BYN,Smartwatch Band,11,3,77.99,39.61,GBP,2024-07-09,True
410,SKU-A7TFBJRB,4K MONITOR,18,17,83.06,48.94,USD,2023-02-14,False
411,SKU-A90DZ120,router,2,33,28.21,11.78,USD,2025-06-26,True
412,SKU-7HJLF49S,fitness tracker,20,39,31.46,22.73,GBP,2023-05-11,True
413,SKU-EX5YRBRU,WATER BOTTLE,5,38,37.8,27.77,EUR,2023-03-07,True
414,SKU-IGTX3WWU,bluetooth speaker,10,21,45.53,23.39,USD,2023-08-10,True
415,SKU-MHLXHTNB,laptop sleeve,6,21,19.1,15.92,USD,2025-04-20,True
416,SKU-MFEQ7LTO,Coffee Mug,20,11,89.12,30.06,USD,2023-07-05,True
417,SKU-M2XAB522,laptop sleeve,7,24,9.9,3.3,USD,2024-07-31,True
418,SKU-04A0LELT,laptop stand,15,36,36.18,25.29,GBP,2024-05-23,True
419,SKU-76V3NEDG,fitness tracker,17,14,38.93,16.47,EUR,2024-04-28,True
420,SKU-516BC7QU,phone case,9,34,49.67,25.82,GBP,2024-11-28,True
421,SKU-530TPW5T,router,13,28,2.74,2.0,GBP,2025-05-24,True
422,SKU-MQXLWF0L,Tripod,10,38,7.14,3.56,USD,2025-08-16,True
423,SKU-1H686P7A,noise cancelling headphones,16,5,4.06,2.0,USD,2025-09-05,True
424,SKU-50T1RA65,phone case,19,3,6.22,2.81,GBP,2023-12-02,True
425,SKU-HEY7DB5N,BLUETOOTH SPEAKER,14,4,2.4,2.0,USD,2024-12-26,True
426,SKU-P1RR1NXG,hdmi adapter,11,15,15.05,12.54,MAD,2023-02-13,True
427,SKU-PC54U3Y2,USB-C Cable,5,40,38.81,32.34,USD,2023-06-27,True
428,SKU-8LYJNZH2,Tripod,8,8,2.99,2.0,MAD,2024-05-25,True
429,SKU-M6MKK8MN,4K Monitor,15,24,75.77,43.75,USD,2025-01-31,True
430,SKU-1SM0HC3R,SSD Drive,14,31,7.08,4.02,USD,2024-02-26,True
431,SKU-K7UNGR8M,gaming keyboard,18,28,17.02,11.12,GBP,2024-07-21,True
432,SKU-CJ8392EG,gaming keyboard,19,34,17.86,10.61,GBP,2024-12-26,True
433,SKU-32EO5WJZ,wireless mouse,16,32,50.18,27.56,USD,2025-07-07,True
434,SKU-4FCN3N2G,WATER BOTTLE,7,7,36.22,22.69,USD,2024-07-10,True
435,SKU-7SPVEEF5,Fitness Tracker,17,5,46.0,29.51,EUR,2023-06-04,True
436,SKU-SY07H6V3,SMARTWATCH BAND,2,16,40.16,21.09,EUR,2024-05-16,True
437,SKU-4I75MMGZ,PORTABLE CHARGER,14,8,16.19,10.56,MAD,2023-10-11,True
438,SKU-OZ6IT5AA,SSD DRIVE,20,5,43.72,29.34,GBP,2025-02-07,True
439,SKU-XJC2KPWZ,HDMI Adapter,3,12,28.02,21.3,MAD,2024-12-28,True
440,SKU-6LCE07ZB,webcam,19,22,3.38,2.0,EUR,2023-12-21,True
441,SKU-Z5Z06ZB4,Wireless Mouse,20,17,72.68,37.74,USD,2023-08-28,True
442,SKU-NZK1MMZJ,smartwatch band,7,16,87.07,49.41,EUR,2023-06-04,True
443,SKU-6DDG2IVJ,USB-C CABLE,19,23,62.12,36.5,GBP,2024-08-30,True
444,SKU-WNZKZQUR,HDMI Adapter,6,19,35.58,16.38,EUR,2022-11-11,True
445,SKU-C0Z4VAQL,Laptop Stand,14,37,69.75,37.49,USD,2023-01-20,True
446,SKU-ZFWDCQEZ,GAMING KEYBOARD,6,20,42.34,28.38,EUR,2024-07-14,True
447,SKU-VSEIFR95,USB-C Cable,4,37,44.53,22.94,USD,2023-05-04,True
448,SKU-4P22264Q,Portable Charger,9,38,31.6,20.9,EUR,2022-12-27,True
449,SKU-XPYQYYK2,WATER BOTTLE,2,18,52.13,33.51,GBP,2024-09-07,True
450,SKU-YGH2Z4KB,noise cancelling headphones,3,8,32.44,20.26,GBP,2023-11-09,True
451,SKU-KMAKCFVG,4k monitor,18,7,75.64,39.01,EUR,2022-12-21,True
452,SKU-TYHIN14T,SSD Drive,5,5,32.06,19.23,USD,2025-01-24,True
453,SKU-OJCLC4BH,WIRELESS MOUSE,17,24,54.06,29.09,USD,2025-07-06,True
454,SKU-73T7XIAB,WATER BOTTLE,9,16,24.41,20.34,EUR,2023-05-26,True
455,SKU-EKZG15GX,coffee mug,6,40,4.39,2.0,USD,2023-08-24,True
456,SKU-KYY4YB4J,tripod,1,16,46.57,25.21,USD,2022-11-14,True
457,SKU-W64WLSD0,BLUETOOTH SPEAKER,13,23,3.49,2.0,USD,2024-05-08,True
458,SKU-CUZCN722,ROUTER,8,24,45.59,21.47,MAD,2022-11-01,True
459,SKU-V5YMA4KV,Noise Cancelling Headphones,7,30,64.88,37.06,USD,2022-12-24,True
460,SKU-3CK49XAY,Phone Case,15,22,38.02,21.54,GBP,2022-09-26,True
461,SKU-E69J5TS7,Coffee Mug,18,30,7.37,4.95,USD,2023-02-19,True
462,SKU-ML8LZV20,HDMI Adapter,6,12,75.79,35.6,EUR,2024-06-20,True
463,SKU-B3QK1OBT,Bluetooth Speaker,7,13,56.39,33.35,MAD,2022-10-25,True
464,SKU-84397VA0,Coffee Mug,4,30,23.84,14.32,EUR,2025-03-10,True
465,SKU-8B01CE3C,Laptop Stand,15,37,60.08,31.2,GBP,2023-05-26,True
466,SKU-AU5Y60N3,Portable Charger,14,9,32.64,14.99,USD,2022-11-27,True
467,SKU-NGY0X8OT,Portable Charger,9,17,42.72,26.89,GBP,2022-10-16,True
468,SKU-B2YHG96J,Gaming Keyboard,5,27,24.1,12.33,EUR,2023-10-31,True
469,SKU-D41FXKOW,ssd drive,17,21,70.95,36.8,USD,2022-10-07,False
470,SKU-TJA6VBL8,laptop sleeve,2,27,53.99,24.37,EUR,2022-11-27,True
471,SKU-A3XM17A6,Noise Cancelling Headphones,12,30,2.4,2.0,GBP,2025-02-07,True
472,SKU-GOUG2QR8,ssd drive,7,25,71.67,33.93,EUR,2024-03-22,False
473,SKU-H6305X67,WEBCAM,18,34,16.87,11.78,USD,2024-01-19,True
474,SKU-CGNMP9SI,Bluetooth Speaker,6,33,6.69,3.39,GBP,2025-01-21,True
475,SKU-9QRRM2KQ,webcam,10,39,45.01,22.5,MAD,2025-08-30,True
476,SKU-BXKKB8AW,PHONE CASE,13,37,28.73,10.82,MAD,2024-05-23,True
477,SKU-A9KWYQ26,SSD Drive,2,10,4.07,2.0,USD,2024-01-07,True
478,SKU-OR9TFW9H,USB-C Cable,4,34,40.54,26.69,GBP,2024-12-28,False
479,SKU-SGNKPI3P,LAPTOP SLEEVE,9,24,41.7,18.64,USD,2025-04-02,False
480,SKU-6SD4O3BD,Portable Charger,1,7,14.5,7.6,GBP,2024-03-08,False
481,SKU-0CVQM0VP,router,8,14,66.07,39.65,GBP,2023-06-26,True
482,SKU-U63RM8V2,bluetooth speaker,6,18,4.82,2.88,MAD,2025-02-22,True
483,SKU-OE67JUS1,Coffee Mug,2,33,6.14,5.12,USD,2025-02-15,True
484,SKU-O0HINQ8J,PHONE CASE,11,34,25.84,11.48,USD,2022-11-12,True
485,SKU-AJ1UW06B,GAMING KEYBOARD,14,16,23.95,18.45,USD,2023-05-26,False
486,SKU-0BCYL51A,Phone Case,5,25,3.49,2.0,USD,2024-08-21,True
487,SKU-0TY7VTGS,Laptop Sleeve,15,7,53.02,22.29,USD,2025-05-21,True
488,SKU-W64K2APT,ROUTER,7,11,67.49,31.41,USD,2023-11-18,True
489,SKU-58PR6E6D,USB-C CABLE,5,36,52.42,36.64,GBP,2024-01-13,True
490,SKU-NLY3B3YC,coffee mug,1,4,18.42,15.35,MAD,2022-11-25,False
491,SKU-FDR1X2Q5,COFFEE MUG,11,39,10.44,6.79,EUR,2023-09-22,True
492,SKU-C0MM4H1M,Phone Case,9,32,30.21,15.64,USD,2025-06-16,True
493,SKU-V2HXTI12,WIRELESS MOUSE,2,25,41.26,26.95,USD,2023-08-30,True
494,SKU-BA04L1Q9,desk lamp,17,11,28.55,18.39,USD,2024-10-16,True
495,SKU-WF3EM3D3,WEBCAM,17,35,37.03,22.85,EUR,2024-10-27,True
496,SKU-5QX1LJ69,SMARTWATCH BAND,13,1,81.74,37.91,USD,2023-04-18,True
497,SKU-1KXLXAOL,ROUTER,6,22,58.58,25.91,MAD,2024-07-13,True
498,SKU-TO3YBE40,Webcam,2,31,60.5,27.4,USD,2025-08-21,True
499,SKU-4NE20BZR,ROUTER,4,23,72.22,41.83,USD,2025-06-04,True
500,SKU-TE8FIXRH,portable charger,13,32,23.49,8.52,EUR,2023-10-26,True
501,SKU-8BG5M5TU,PHONE CASE,7,14,22.21,9.49,EUR,2025-06-06,True
502,SKU-30PMI60B,portable charger,15,13,16.89,10.22,GBP,2024-10-31,True
503,SKU-TUKDZG5D,tripod,6,11,90.91,49.9,USD,2025-05-06,False
504,SKU-Q2UAN99Y,Gaming Keyboard,12,3,20.41,9.5,GBP,2023-11-12,True
505,SKU-KIZ72S63,PHONE CASE,17,21,66.2,38.39,EUR,2025-08-27,True
506,SKU-EGAWNLIT,SMARTWATCH BAND,1,11,48.76,33.26,USD,2024-07-25,True
507,SKU-WRP9O3D8,Coffee Mug,7,27,66.53,38.23,GBP,2025-04-02,True
508,SKU-1YJ5S3KL,Tripod,4,16,17.9,10.19,EUR,2023-03-08,True
509,SKU-ZVGHW7BN,LAPTOP STAND,8,8,47.92,30.22,EUR,2024-05-06,True
510,SKU-VB55M2JK,Router,13,39,34.68,17.59,USD,2025-09-07,False
511,SKU-GRRXTBQM,Bluetooth Speaker,11,39,3.99,2.0,GBP,2022-11-05,True
512,SKU-SHCQ270P,Fitness Tracker,8,11,92.74,36.52,MAD,2022-10-13,True
513,SKU-P06IY8YQ,phone case,14,31,11.35,5.35,USD,2024-07-25,True
514,SKU-1JF05IS7,4k monitor,14,26,7.03,4.16,USD,2024-07-20,True
515,SKU-OPBVOT4G,ROUTER,16,15,54.4,26.48,USD,2024-12-31,True
516,SKU-2BVHOUD6,router,19,16,116.49,47.44,USD,2022-12-24,True
517,SKU-JT3QWHUG,fitness tracker,13,13,89.69,52.99,USD,2023-10-09,True
518,SKU-NTSCB3UB,laptop sleeve,14,19,54.88,32.24,USD,2023-05-23,True
519,SKU-32JFDD76,webcam,8,22,27.42,19.0,USD,2023-04-07,True
520,SKU-D156CMRK,smartwatch band,1,37,91.92,46.89,USD,2023-05-05,True
521,SKU-W6A080EA,webcam,14,38,30.25,20.92,EUR,2024-06-21,True
522,SKU-245GKBE7,Webcam,12,19,42.35,35.29,USD,2023-09-07,True
523,SKU-885WUX28,PORTABLE CHARGER,3,1,27.41,14.15,EUR,2023-10-12,True
524,SKU-3IOVHVWT,Laptop Stand,17,10,46.6,21.23,USD,2024-09-06,True
525,SKU-HZ25E1J6,Desk Lamp,9,13,22.26,12.24,EUR,2025-03-11,True
526,SKU-9AELLV5D,Fitness Tracker,12,40,3.91,2.0,USD,2024-07-06,True
527,SKU-2J8ONUYB,wireless mouse,13,20,3.61,2.0,USD,2023-08-11,True
528,SKU-YGT60C9W,WATER BOTTLE,19,29,91.72,42.99,USD,2025-03-23,True
529,SKU-88VQGQ8E,laptop sleeve,3,10,79.14,30.66,USD,2022-10-24,True
530,SKU-68H5CPUJ,ssd drive,19,38,70.22,23.87,GBP,2023-10-21,True
531,SKU-13F43QXJ,COFFEE MUG,15,28,63.78,29.57,GBP,2023-06-17,True
532,SKU-WGSX5K3X,desk lamp,20,27,49.03,40.86,USD,2024-07-18,True
533,SKU-9X4C26A2,desk lamp,3,13,29.33,13.49,USD,2024-09-24,False
534,SKU-17FWKQ83,Router,10,3,105.67,55.07,MAD,2025-05-15,True
535,SKU-DDTJSGDX,FITNESS TRACKER,13,20,71.59,43.89,MAD,2025-06-29,True
536,SKU-AHS8WDGI,USB-C CABLE,2,29,37.55,23.76,MAD,2023-11-03,True
537,SKU-FDLX9AUI,portable charger,6,18,100.9,39.4,EUR,2023-09-05,True
538,SKU-1QQAZYS0,ROUTER,5,26,30.06,20.6,EUR,2024-04-12,True
539,SKU-YGLBFBRC,noise cancelling headphones,14,1,36.83,18.82,MAD,2024-11-08,False
540,SKU-SE0RNHP8,noise cancelling headphones,1,29,28.05,13.46,EUR,2024-06-17,True
541,SKU-5BIIPY5V,WIRELESS MOUSE,9,25,47.51,29.16,EUR,2025-03-08,True
542,SKU-AATL33SB,hdmi adapter,17,30,2.76,2.0,USD,2025-03-08,False
543,SKU-SO5WCRY6,DESK LAMP,8,39,46.02,21.01,GBP,2024-03-11,True
544,SKU-AGTWEROQ,Water Bottle,2,40,3.82,2.0,EUR,2023-06-14,True
545,SKU-VS8DQMHR,BLUETOOTH SPEAKER,17,13,37.52,22.13,EUR,2023-09-15,True
546,SKU-Z474WGOE,webcam,14,10,21.85,8.26,MAD,2023-04-02,True
547,SKU-IKQM6NRJ,Fitness Tracker,12,33,54.53,28.87,GBP,2023-09-13,True
548,SKU-EC3RWM9P,hdmi adapter,20,25,22.42,12.59,USD,2023-01-08,True
549,SKU-DB6JP90X,wireless mouse,11,4,38.83,21.08,MAD,2025-07-05,True
550,SKU-0ZTZOF68,COFFEE MUG,17,40,65.58,25.78,GBP,2023-12-17,True
551,SKU-JFA1HF80,Smartwatch Band,10,1,22.86,13.95,USD,2025-08-31,False
552,SKU-SA7CNBZL,DESK LAMP,17,19,3.0,2.0,USD,2023-09-05,False
553,SKU-566JFUZN,NOISE CANCELLING HEADPHONES,11,2,20.78,9.29,USD,2023-01-09,False
554,SKU-SEAFTF8M,WATER BOTTLE,5,4,40.21,22.84,USD,2023-04-29,True
555,SKU-7IG4QNNO,Gaming Keyboard,14,4,56.2,37.06,MAD,2025-05-23,True
556,SKU-X06OE0NW,laptop stand,15,35,47.43,21.85,USD,2023-07-08,True
557,SKU-C2ASCUDF,Tripod,9,14,32.65,20.37,USD,2024-07-25,True
558,SKU-82CWGPR0,Laptop Stand,13,14,100.18,48.11,GBP,2025-02-02,True
559,SKU-S5N16E49,COFFEE MUG,17,12,12.33,9.92,USD,2022-12-31,True
560,SKU-Y3DB5QSI,Gaming Keyboard,17,33,32.81,23.32,USD,2023-09-12,True
561,SKU-76XAWEMC,fitness tracker,19,28,32.12,16.82,USD,2023-09-02,False
562,SKU-4TA8NWPK,portable charger,9,7,11.87,7.01,USD,2023-04-23,True
563,SKU-UWQK58GW,phone case,11,39,96.95,36.19,USD,2024-08-07,True
564,SKU-561SPG22,Bluetooth Speaker,7,27,3.49,2.02,USD,2022-10-22,True
565,SKU-7XGZZ0TA,Noise Cancelling Headphones,13,14,63.43,40.95,USD,2025-07-08,True
566,SKU-9WZJFDG8,SMARTWATCH BAND,14,8,24.44,16.41,GBP,2022-10-12,True
567,SKU-JT102V1Y,WIRELESS MOUSE,18,4,63.13,32.05,USD,2024-05-27,True
568,SKU-YFQT4GZY,HDMI ADAPTER,3,25,31.57,16.47,USD,2023-08-11,True
569,SKU-7U1LQB2S,LAPTOP SLEEVE,9,3,42.06,29.42,GBP,2025-08-10,True
570,SKU-REJW9EW5,Coffee Mug,19,27,82.53,59.24,MAD,2023-05-08,True
571,SKU-4DNQR5M5,water bottle,7,4,7.95,5.84,USD,2023-06-09,True
572,SKU-F3T74C6B,coffee mug,7,33,40.67,26.79,USD,2023-10-17,False
573,SKU-KPUMOMIY,BLUETOOTH SPEAKER,3,19,6.87,4.11,USD,2024-09-25,True
574,SKU-BFYAGD3D,Noise Cancelling Headphones,3,10,43.9,21.78,GBP,2022-09-23,True
575,SKU-NOH1FOCD,router,9,11,34.1,28.42,USD,2023-03-03,True
576,SKU-GE9ANTKF,SSD DRIVE,20,20,77.05,34.61,USD,2022-12-15,True
577,SKU-C5Q9K8M9,DESK LAMP,19,9,47.16,26.29,GBP,2025-02-14,True
578,SKU-O3RWEYMN,Phone Case,12,23,54.25,42.92,EUR,2024-08-03,True
579,SKU-CUBQGYRD,Webcam,1,17,3.88,2.0,MAD,2023-02-19,True
580,SKU-C1VPKG6A,bluetooth speaker,8,37,59.95,32.52,USD,2023-07-12,True
581,SKU-Y2VYM98C,4K Monitor,6,21,47.78,29.4,MAD,2025-03-28,True
582,SKU-H5JG1691,tripod,3,10,38.4,17.15,USD,2025-06-21,True
583,SKU-9W28M3ZX,Coffee Mug,9,38,3.46,2.88,USD,2023-01-03,True
584,SKU-AB6L6SKB,bluetooth speaker,13,36,121.65,47.15,EUR,2023-04-02,True
585,SKU-IEVO5V5A,Gaming Keyboard,4,9,96.46,44.09,MAD,2024-10-31,False
586,SKU-9JF4QBQA,HDMI Adapter,1,5,37.74,22.04,USD,2023-12-01,True
587,SKU-DZT1LCU8,SSD DRIVE,1,4,44.37,26.55,GBP,2025-04-02,False
588,SKU-S6HTR1EG,Noise Cancelling Headphones,18,1,10.23,6.19,USD,2025-01-09,True
